id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
15289,64,Wiraswasta,192884,Sekolah Professional,15,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,<=7jt
15290,43,Pemerintah Lokal,147328,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,27678000.0,60.0,>7jt
15291,22,Wiraswasta,64292,SMA,9,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,40.0,<=7jt
15292,28,Pemerintah Lokal,251854,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15293,64,?,338355,D4,11,Menikah,?,Perempuan,0.0,0.0,15.0,<=7jt
15294,30,Pemerintah Negara,343789,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,>7jt
15295,19,Wiraswasta,220001,Pendidikan Tinggi,10,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,50.0,<=7jt
15296,24,Wiraswasta,136687,SMA,9,Berpisah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
15297,32,Wiraswasta,213750,D4,11,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,45.0,<=7jt
15298,75,Pekerja Bebas Perusahaan,98116,Pendidikan Tinggi,10,Janda,Sales,Laki2,0.0,0.0,40.0,>7jt
15299,66,Pekerja Bebas Bukan Perusahan,219220,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,32060000.0,0.0,40.0,<=7jt
15300,27,Wiraswasta,363053,9th,5,Belum Pernah Menikah,Asisten Rumah Tangga,Perempuan,0.0,0.0,24.0,<=7jt
15301,54,Wiraswasta,167552,1st-4th,2,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,>7jt
15302,68,Wiraswasta,230904,11th,7,Janda,Mesin Inspeksi,Perempuan,0.0,26180000.0,35.0,<=7jt
15303,43,Pemerintah Negara,114537,D4,11,Menikah,Penjaga,Laki2,0.0,0.0,40.0,<=7jt
15304,34,Wiraswasta,118551,Sarjana,13,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,40.0,<=7jt
15305,20,Wiraswasta,188300,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,40.0,<=7jt
15306,22,Wiraswasta,162282,D4,11,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
15307,40,Wiraswasta,118853,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,<=7jt
15308,20,Wiraswasta,221095,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15309,35,Wiraswasta,58343,SMA,9,Menikah,Sales,Laki2,0.0,0.0,44.0,<=7jt
15310,36,Pekerja Bebas Bukan Perusahan,186035,Sekolah Professional,15,Menikah,Sales,Laki2,0.0,0.0,30.0,>7jt
15311,37,Pemerintah Negara,191841,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,120596000.0,0.0,40.0,>7jt
15312,39,Wiraswasta,51100,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,>7jt
15313,42,Pemerintah Provinsi,52781,Master,14,Menikah,Spesialis,Laki2,0.0,26628000.0,40.0,>7jt
15314,45,Pekerja Bebas Bukan Perusahan,196858,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,<=7jt
15315,28,Wiraswasta,56340,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,20.0,<=7jt
15316,41,Wiraswasta,314322,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,>7jt
15317,41,Wiraswasta,352812,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Perempuan,0.0,26628000.0,40.0,>7jt
15318,51,Wiraswasta,35576,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,38.0,<=7jt
15319,45,Wiraswasta,216932,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
15320,50,Wiraswasta,158284,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
15321,43,Wiraswasta,346189,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
15322,35,Pemerintah Lokal,185769,Pendidikan Tinggi,10,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
15323,52,Wiraswasta,117674,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,55.0,>7jt
15324,44,Wiraswasta,151985,Master,14,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,24.0,>7jt
15325,24,Wiraswasta,318612,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,21056000.0,40.0,<=7jt
15326,20,Wiraswasta,154781,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15327,42,Wiraswasta,183319,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,43.0,>7jt
15328,41,Wiraswasta,82049,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,>7jt
15329,20,Wiraswasta,230574,7th-8th,4,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
15330,52,Wiraswasta,117295,1st-4th,2,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,>7jt
15331,25,Pemerintah Negara,194954,Pendidikan Tinggi,10,Menikah,Servis Lainnya,Perempuan,0.0,0.0,15.0,<=7jt
15332,43,Wiraswasta,154374,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,210336000.0,0.0,60.0,>7jt
15333,38,Wiraswasta,182570,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,38.0,<=7jt
15334,24,Wiraswasta,289448,D4,11,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15335,19,Wiraswasta,38619,Pendidikan Tinggi,10,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,66.0,<=7jt
15336,21,?,72621,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,45.0,<=7jt
15337,37,Wiraswasta,93717,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Perempuan,102172000.0,0.0,45.0,>7jt
15338,22,?,88126,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,40.0,<=7jt
15339,21,Wiraswasta,166851,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
15340,36,?,224886,SMA,9,Menikah,?,Laki2,0.0,0.0,40.0,<=7jt
15341,51,Wiraswasta,137253,SMA,9,Cerai,Spesialis,Perempuan,0.0,0.0,40.0,>7jt
15342,51,Pekerja Bebas Perusahaan,304955,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,>7jt
15343,24,Wiraswasta,109307,SMA,9,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,45.0,<=7jt
15344,28,Wiraswasta,183885,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,30.0,<=7jt
15345,28,Pemerintah Negara,19395,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,38.0,<=7jt
15346,23,Wiraswasta,215616,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,45.0,<=7jt
15347,24,Wiraswasta,437666,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,40390000.0,0.0,50.0,<=7jt
15348,50,Wiraswasta,184424,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Perempuan,0.0,26628000.0,38.0,>7jt
15349,42,Wiraswasta,350387,SMA,9,Berpisah,Mesin Inspeksi,Laki2,0.0,0.0,15.0,<=7jt
15350,20,?,174714,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,16.0,<=7jt
15351,31,Wiraswasta,106753,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0.0,24360000.0,40.0,<=7jt
15352,41,Pekerja Bebas Bukan Perusahan,171351,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,>7jt
15353,34,Wiraswasta,172714,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,>7jt
15354,30,Wiraswasta,101859,7th-8th,4,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,<=7jt
15355,27,Wiraswasta,217200,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
15356,21,Pekerja Bebas Bukan Perusahan,83704,9th,5,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,30.0,<=7jt
15357,49,Wiraswasta,169042,SMA,9,Berpisah,Spesialis,Perempuan,0.0,8750000.0,40.0,<=7jt
15358,38,Wiraswasta,112497,SMA,9,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
15359,55,Wiraswasta,236520,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,>7jt
15360,24,Wiraswasta,196280,D4,11,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,38.0,<=7jt
15361,76,?,152802,Pendidikan Tinggi,10,Menikah,?,Laki2,0.0,0.0,8.0,<=7jt
15362,57,Wiraswasta,174353,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
15363,25,Wiraswasta,251915,Sarjana,13,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,40.0,<=7jt
15364,54,Pekerja Bebas Bukan Perusahan,168723,SMA,9,Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
15365,24,Wiraswasta,374253,SMA,9,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,55.0,<=7jt
15366,37,Wiraswasta,108282,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,<=7jt
15367,44,Wiraswasta,115411,Pendidikan Tinggi,10,Cerai,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
15368,31,Pemerintah Provinsi,103651,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,45.0,>7jt
15369,32,Wiraswasta,80058,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
15370,64,Wiraswasta,254797,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
15371,59,Pekerja Bebas Bukan Perusahan,81107,Pendidikan Tinggi,10,Menikah,Sales,Perempuan,0.0,0.0,80.0,>7jt
15372,37,Wiraswasta,37238,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,<=7jt
15373,63,Wiraswasta,101077,D3,12,Menikah LDR,Pemuka Agama,Perempuan,0.0,0.0,35.0,<=7jt
15374,30,?,97281,Pendidikan Tinggi,10,Berpisah,?,Laki2,0.0,0.0,60.0,<=7jt
15375,37,Pekerja Bebas Bukan Perusahan,348960,D3,12,Menikah,Supir,Laki2,0.0,0.0,50.0,>7jt
15376,59,Wiraswasta,70796,SMA,9,Menikah,Asisten Rumah Tangga,Perempuan,0.0,0.0,15.0,<=7jt
15377,66,?,177351,Sarjana,13,Menikah,?,Laki2,0.0,30436000.0,40.0,>7jt
15378,32,Pekerja Bebas Bukan Perusahan,168782,9th,5,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,32.0,<=7jt
15379,57,Wiraswasta,375502,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,55.0,>7jt
15380,59,?,160662,SMA,9,Menikah,?,Laki2,33698000.0,0.0,60.0,<=7jt
15381,20,?,447210,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,20.0,<=7jt
15382,22,Wiraswasta,211361,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,30.0,<=7jt
15383,22,Wiraswasta,147253,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,15.0,<=7jt
15384,44,Wiraswasta,206878,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,15.0,<=7jt
15385,58,Wiraswasta,121111,SMA,9,Menikah,Sales,Perempuan,0.0,0.0,40.0,<=7jt
15386,34,Wiraswasta,183557,SMA,9,Cerai,Mesin Inspeksi,Perempuan,0.0,0.0,25.0,<=7jt
15387,18,Wiraswasta,215190,12th,8,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,20.0,<=7jt
15388,58,Pemerintah Lokal,101480,D4,11,Janda,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15389,28,Wiraswasta,47168,10th,6,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
15390,39,Wiraswasta,257250,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,60.0,<=7jt
15391,28,Wiraswasta,69621,D3,12,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,60.0,<=7jt
15392,27,Wiraswasta,101597,SMA,9,Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
15393,62,Wiraswasta,176839,Doktor,16,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,>7jt
15394,51,Pemerintah Lokal,168539,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,>7jt
15395,49,Wiraswasta,213431,SMA,9,Berpisah,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
15396,49,Pemerintah Lokal,79019,Master,14,Janda,Spesialis,Perempuan,0.0,0.0,16.0,<=7jt
15397,40,Wiraswasta,117915,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,<=7jt
15398,56,Wiraswasta,178202,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
15399,26,Pemerintah Negara,106812,D4,11,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,38.0,<=7jt
15400,38,Wiraswasta,123833,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,19712000.0,40.0,<=7jt
15401,41,Wiraswasta,213351,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
15402,56,Pekerja Bebas Bukan Perusahan,214323,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15403,54,Wiraswasta,174865,9th,5,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,>7jt
15404,36,Wiraswasta,151029,7th-8th,4,Menikah,Petani,Laki2,0.0,0.0,55.0,<=7jt
15405,27,Pekerja Bebas Perusahaan,120126,9th,5,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15406,22,Wiraswasta,119359,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
15407,49,Wiraswasta,185385,D3,12,Menikah,Sales,Laki2,0.0,0.0,45.0,<=7jt
15408,90,Wiraswasta,47929,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
15409,25,Wiraswasta,213799,D4,11,Menikah,Petani,Laki2,0.0,0.0,35.0,<=7jt
15410,33,Wiraswasta,33117,D3,12,Menikah,Penjaga,Laki2,0.0,0.0,40.0,<=7jt
15411,18,Wiraswasta,173585,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,18.0,<=7jt
15412,36,Wiraswasta,160035,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,55.0,>7jt
15413,49,Pemerintah Provinsi,128990,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
15414,27,Wiraswasta,177119,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,44.0,<=7jt
15415,42,Wiraswasta,157425,Sarjana,13,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,45.0,<=7jt
15416,19,?,37332,SMA,9,Belum Pernah Menikah,?,Perempuan,14770000.0,0.0,12.0,<=7jt
15417,39,Wiraswasta,360494,SMA,9,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
15418,48,Wiraswasta,193553,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,20.0,<=7jt
15419,19,Wiraswasta,178811,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,20.0,<=7jt
15420,55,Wiraswasta,408537,9th,5,Cerai,Perbaikan Kerajinan,Perempuan,1399986000.0,0.0,37.0,>7jt
15421,27,Wiraswasta,221977,1st-4th,2,Menikah LDR,Asisten Rumah Tangga,Perempuan,0.0,0.0,40.0,<=7jt
15422,21,Wiraswasta,70261,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,30.0,<=7jt
15423,19,Wiraswasta,117444,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15424,17,Wiraswasta,297246,11th,7,Belum Pernah Menikah,Asisten Rumah Tangga,Perempuan,0.0,0.0,9.0,<=7jt
15425,54,Wiraswasta,229983,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,36.0,<=7jt
15426,45,Wiraswasta,203653,SMA,9,Menikah,Pemuka Agama,Laki2,102172000.0,0.0,40.0,>7jt
15427,24,Wiraswasta,99697,SMA,9,Belum Pernah Menikah,Pembersih,Perempuan,0.0,0.0,40.0,<=7jt
15428,63,Wiraswasta,102412,SMA,9,Cerai,Sales,Perempuan,0.0,0.0,40.0,<=7jt
15429,66,?,186061,Pendidikan Tinggi,10,Janda,?,Perempuan,0.0,60984000.0,40.0,<=7jt
15430,59,Wiraswasta,92141,SMA,9,Janda,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
15431,58,Wiraswasta,241056,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,46.0,<=7jt
15432,26,Wiraswasta,33610,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,60.0,<=7jt
15433,27,Wiraswasta,132326,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15434,37,Pekerja Bebas Bukan Perusahan,180150,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,45.0,>7jt
15435,32,Wiraswasta,207937,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15436,32,Wiraswasta,459007,SMA,9,Menikah,Penjaga,Laki2,0.0,0.0,90.0,<=7jt
15437,39,Wiraswasta,153047,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,>7jt
15438,26,Pemerintah Provinsi,218782,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
15439,18,Wiraswasta,60981,10th,6,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,<=7jt
15440,21,?,219835,D4,11,Belum Pernah Menikah,?,Laki2,0.0,0.0,40.0,<=7jt
15441,29,?,108775,SMA,9,Menikah,?,Laki2,0.0,0.0,40.0,<=7jt
15442,64,Wiraswasta,234570,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
15443,42,Pekerja Bebas Perusahaan,188738,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,27678000.0,60.0,>7jt
15444,66,Wiraswasta,171824,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,15.0,<=7jt
15445,38,Wiraswasta,65624,SMA,9,Cerai,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
15446,32,Wiraswasta,222221,D4,11,Menikah,Spesialis,Laki2,102172000.0,0.0,42.0,>7jt
15447,53,Pemerintah Lokal,131258,Sekolah Professional,15,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,50.0,>7jt
15448,51,Wiraswasta,76044,Master,14,Cerai,Spesialis,Laki2,67018000.0,0.0,35.0,>7jt
15449,52,Wiraswasta,180062,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,<=7jt
15450,57,Pekerja Bebas Perusahaan,412952,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
15451,33,Wiraswasta,149910,SMA,9,Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
15452,22,Pekerja Bebas Perusahaan,269583,7th-8th,4,Menikah,Perbaikan Kerajinan,Laki2,36120000.0,0.0,40.0,<=7jt
15453,51,Pemerintah Negara,177487,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,<=7jt
15454,50,?,339547,Pendidikan Tinggi,10,Menikah,?,Laki2,0.0,0.0,50.0,<=7jt
15455,40,Wiraswasta,77313,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,60.0,>7jt
15456,38,Pemerintah Provinsi,318912,D4,11,Cerai,Pemuka Agama,Laki2,0.0,0.0,52.0,<=7jt
15457,24,Wiraswasta,182504,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,25.0,<=7jt
15458,38,Wiraswasta,69306,Pendidikan Tinggi,10,Cerai,Perbaikan Kerajinan,Perempuan,0.0,0.0,40.0,<=7jt
15459,52,Pemerintah Lokal,74784,Master,14,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,>7jt
15460,24,Wiraswasta,182117,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,28.0,<=7jt
15461,27,Wiraswasta,244402,D3,12,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,>7jt
15462,36,Wiraswasta,180667,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,26418000.0,60.0,>7jt
15463,29,Pemerintah Negara,198493,D4,11,Menikah,Penjaga,Laki2,0.0,0.0,40.0,>7jt
15464,34,Wiraswasta,107793,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15465,25,Wiraswasta,254933,11th,7,Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
15466,46,Wiraswasta,99699,Sarjana,13,Berpisah,Spesialis,Perempuan,0.0,26264000.0,40.0,<=7jt
15467,26,Wiraswasta,253841,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,45.0,<=7jt
15468,61,Pemerintah Lokal,176731,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
15469,62,Pemerintah Lokal,203525,7th-8th,4,Menikah,Perbaikan Kerajinan,Laki2,39606000.0,0.0,40.0,<=7jt
15470,33,Pemerintah Lokal,377107,Pendidikan Tinggi,10,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,35.0,<=7jt
15471,34,Wiraswasta,118584,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
15472,28,Wiraswasta,156819,SMA,9,Cerai,Pembersih,Perempuan,0.0,0.0,36.0,<=7jt
15473,37,Wiraswasta,538443,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,200816000.0,0.0,40.0,>7jt
15474,27,Pekerja Bebas Bukan Perusahan,30244,SMA,9,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,80.0,<=7jt
15475,26,Wiraswasta,159732,SMA,9,Janda,Supir,Laki2,0.0,0.0,40.0,<=7jt
15476,28,Pemerintah Lokal,257124,Master,14,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,55.0,<=7jt
15477,47,Wiraswasta,160647,SMA,9,Belum Pernah Menikah,Petani,Perempuan,0.0,0.0,46.0,<=7jt
15478,44,Pemerintah Lokal,144778,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
15479,19,Wiraswasta,125938,12th,8,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
15480,30,Pekerja Bebas Perusahaan,356689,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,60.0,<=7jt
15481,27,Pekerja Bebas Perusahaan,217848,12th,8,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,>7jt
15482,20,?,200061,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,40.0,<=7jt
15483,23,?,343553,11th,7,Belum Pernah Menikah,?,Laki2,0.0,0.0,40.0,<=7jt
15484,38,Wiraswasta,191455,SMA,9,Menikah,Servis Lainnya,Perempuan,0.0,0.0,10.0,<=7jt
15485,28,Wiraswasta,113635,12th,8,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15486,27,Wiraswasta,187746,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
15487,52,Pekerja Bebas Perusahaan,89041,Master,14,Menikah,Ekesekutif Managerial,Laki2,210336000.0,0.0,60.0,>7jt
15488,36,Wiraswasta,215392,D4,11,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,>7jt
15489,33,Wiraswasta,56150,Sarjana,13,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,30436000.0,0.0,40.0,<=7jt
15490,27,Wiraswasta,336162,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15491,27,Pemerintah Negara,31935,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,80.0,<=7jt
15492,28,Pemerintah Lokal,134771,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,55.0,<=7jt
15493,56,Wiraswasta,191917,D3,12,Cerai,Pemuka Agama,Perempuan,57414000.0,0.0,40.0,<=7jt
15494,35,Wiraswasta,186183,SMA,9,Menikah,Supir,Laki2,210336000.0,0.0,80.0,>7jt
15495,35,Wiraswasta,182898,SMA,9,Belum Pernah Menikah,Pemuka Agama,Laki2,120596000.0,0.0,40.0,>7jt
15496,59,Wiraswasta,152731,10th,6,Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
15497,34,Pekerja Bebas Bukan Perusahan,41210,SMA,9,Menikah,Petani,Laki2,0.0,0.0,60.0,<=7jt
15498,67,?,125926,Pendidikan Tinggi,10,Menikah,?,Laki2,0.0,0.0,8.0,<=7jt
15499,42,Pemerintah Provinsi,132125,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,52.0,>7jt
15500,31,Wiraswasta,219117,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Perempuan,76370000.0,0.0,60.0,<=7jt
15501,57,?,123632,Sarjana,13,Belum Pernah Menikah,?,Perempuan,0.0,0.0,35.0,<=7jt
15502,59,Pemerintah Provinsi,188047,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
15503,38,Wiraswasta,128033,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,60.0,<=7jt
